route,rmse,mae,directional_acc
Delhi_Mumbai,8897.888212393598,5023.819707702537,27.439423706614274
Mumbai_Delhi,8201.65485188087,4451.751224746008,26.774847870182555
Delhi_Bangalore,8901.147326446533,4570.537140938895,22.86530903894248
